baseline,metric,nuisance_model,status,target,controls,group_col,permutation_block_col,n,independence_units,n_splits,polynomial_degree,run_residual_r,residual_r,residual_p,residual_ci_low,residual_ci_high,baseline_mse,augmented_mse,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,increment_classification,refit_bootstrap_draws,refit_bootstrap_successful,refit_residual_ci_low,refit_residual_ci_high,refit_delta_mse_ci_low,refit_delta_mse_ci_high,refit_predictive_classification,refit_increment_classification
B2_training_state,parameter_l2,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.3167451168335331,-0.4815958815958816,0.005,,,0.0012625901203310711,0.0015326776063923659,-0.00027008748606129475,,,-0.21391541222457336,residual-dependence-only,199,199,-0.6511120681797284,0.39819403654877716,-0.00633769273304293,0.0007046247258103,no-supported-increment,residual-dependence-only
B2_training_state,distance_from_initialization_l2,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.14090225139431095,-0.2648648648648649,0.125,,,0.0012048572554973146,0.0009618360854514673,0.00024302117004584736,,,0.20170121309975297,no-supported-increment,199,199,-0.7894504303967074,0.496666565318816,-0.0007694819310090442,0.0008512993562428287,no-supported-increment,no-supported-increment
B2_training_state,distance_from_initialization_l2,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.21442798970052945,-0.36138996138996143,0.039,,,0.0012625901203310711,0.0010530841895195794,0.0002095059308114917,,,0.16593344699747525,residual-dependence-only,199,199,-0.6641423036776366,0.6549691040164776,-0.004371011878050608,0.0008161302438223835,no-supported-increment,residual-dependence-only
B2_training_state,relative_distance_from_initialization,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.07655684534067422,0.06435006435006435,0.713,,,0.0012048572554973146,0.0010468243226057908,0.0001580329328915238,,,0.1311631997653485,no-supported-increment,199,199,-0.3936898392780464,0.7048336498426474,-0.0005156502815740063,0.0009369348694346037,no-supported-increment,no-supported-increment
B2_training_state,relative_distance_from_initialization,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.024652299792310463,0.014414414414414415,0.938,,,0.0012625901203310711,0.001175756150447176,8.683396988389512e-05,,,0.06877447279654451,no-supported-increment,199,199,-0.4361107452786104,0.7209508187192026,-0.0037059720931919373,0.0011098420839930167,no-supported-increment,no-supported-increment
B2_training_state,update_to_weight_ratio,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.13309134720607121,-0.23397683397683397,0.189,,,0.0012048572554973146,0.0010762961741309042,0.00012856108136641048,,,0.10670233405644874,no-supported-increment,199,199,-0.5420422353850115,0.6999723754690053,-0.000945884470775645,0.0009214693368171395,no-supported-increment,no-supported-increment
B2_training_state,update_to_weight_ratio,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.16647332832076062,-0.27490347490347494,0.114,,,0.0012625901203310711,0.001196543870583424,6.60462497476472e-05,,,0.05231012716171803,no-supported-increment,199,199,-0.48882845236557565,0.6879461704993334,-0.003728859104087334,0.0012669046289961459,no-supported-increment,no-supported-increment
B2_training_state,sharpness_random_perturbation,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.1644578353539089,-0.21853281853281856,0.195,,,0.0012048572554973146,0.001212832233363241,-7.974977865926255e-06,,,-0.006619022983460824,no-supported-increment,199,199,-0.7675152302708494,0.39526556775828137,-0.00038565543423499165,0.0006973152093526412,no-supported-increment,no-supported-increment
B2_training_state,sharpness_random_perturbation,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.07618140281151804,0.5235521235521235,0.002,,,0.0012625901203310711,0.001215595482376281,4.6994637954790195e-05,,,0.03722081869488053,residual-dependence-only,199,199,-0.49941236696796715,0.7162098516509332,-0.002092031925087791,0.001891623796623489,no-supported-increment,residual-dependence-only
B2_training_state,random_metric,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.05351196719650861,-0.1451737451737452,0.359,,,0.0012048572554973146,0.0012501632558174294,-4.530600032011476e-05,,,-0.03760279494803253,no-supported-increment,199,199,-0.5246958883237026,0.44019604417763547,-0.00033591907907696644,0.00028304145048328033,no-supported-increment,no-supported-increment
B2_training_state,random_metric,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.1534616055339388,-0.3722007722007722,0.022,,,0.0012625901203310711,0.001442787043131415,-0.00018019692280034382,,,-0.14272004817612016,residual-dependence-only,199,199,-0.7364201175079367,0.3306222916829021,-0.0018970886459427905,0.000656137055686415,no-supported-increment,residual-dependence-only
B3_validation,prediction_confidence,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.2499356976038355,-0.019819819819819822,0.901,,,0.0009052842708482055,0.0008639539404303046,4.133033041790095e-05,,,0.04565453277916397,no-supported-increment,199,199,-0.693376358067033,0.4021711883436575,-0.0008610879435390926,0.0002797725679154418,no-supported-increment,no-supported-increment
B3_validation,prediction_confidence,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.2811115569410578,-0.4187902187902188,0.01,,,0.0010260692771616965,0.0009377176973106327,8.835157985106383e-05,,,0.08610683685555928,residual-dependence-only,199,199,-0.7525406620186583,0.38939510366525815,-0.002388582268070151,0.002239731236289096,no-supported-increment,residual-dependence-only
B3_validation,prediction_entropy,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,0.283086926551231,0.32406692406692406,0.051,,,0.0009052842708482055,0.0007904694145042549,0.00011481485634395059,,,0.1268274066403196,no-supported-increment,199,199,-0.32864004464211866,0.6769674862309423,-0.00027972961572625676,0.0009114229768864441,no-supported-increment,no-supported-increment
B3_validation,prediction_entropy,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,0.3256396802370443,0.39588159588159594,0.016,,,0.0010260692771616965,0.0009770945168751045,4.897476028659195e-05,,,0.047730461652711685,residual-dependence-only,199,199,-0.4427746578151484,0.6611332727241145,-0.0032306998220206495,0.0017883332332317538,no-supported-increment,residual-dependence-only
