scope,baseline,candidate_id,scenario,icc,beta,planned_repetitions,estimated_repetitions,estimability_rate,predictive_support_count,predictive_support_rate,predictive_wilson_95_low,predictive_wilson_95_high,joint_support_count,joint_support_rate,joint_wilson_95_low,joint_wilson_95_high
text,B3_validation,interactions_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,66,0.66,0.5627772885472462,0.7453847920265184,22,0.22,0.150012823846054,0.31070353514985793
text,B3_validation,interactions_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,78,0.78,0.6892964648501421,0.8499871761539459,24,0.24,0.16691325556948772,0.33232336349814473
text,B3_validation,interactions_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,64,0.64,0.5423540245160874,0.7272877959859567,25,0.25,0.17545211362287672,0.34304463548061603
text,B3_validation,interactions_d6,additive_proxy_null,0.3,0.0,100,100,1.0,88,0.88,0.8018790057328857,0.9300059356298052,23,0.23,0.15843265880303448,0.3215438302287378
text,B3_validation,interactions_d6,additive_proxy_null,0.8,0.0,100,100,1.0,74,0.74,0.6462901055081282,0.8159530153525186,21,0.21,0.141656540619153,0.29979968834089865
text,B3_validation,interactions_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,90,0.9,0.8256343384950865,0.9447708629393249,21,0.21,0.141656540619153,0.29979968834089865
text,B3_validation,interactions_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,79,0.79,0.7002003116591013,0.858343459380847,14,0.14,0.08526343659939134,0.22137188210963837
text,B3_validation,interactions_d6,independent_null,0.3,0.0,100,100,1.0,88,0.88,0.8018790057328857,0.9300059356298052,25,0.25,0.17545211362287672,0.34304463548061603
text,B3_validation,interactions_d6,independent_null,0.8,0.0,100,100,1.0,81,0.81,0.7222115462093562,0.8748524849023126,23,0.23,0.15843265880303448,0.3215438302287378
text,B3_validation,interactions_d6,interaction_increment,0.3,0.2,100,100,1.0,89,0.89,0.8136870349691969,0.9374580364293543,25,0.25,0.17545211362287672,0.34304463548061603
text,B3_validation,interactions_d6,interaction_increment,0.3,0.35,100,100,1.0,92,0.92,0.8500189229905127,0.9589065385156194,29,0.29,0.2101483574912227,0.3853889117557111
text,B3_validation,interactions_d6,interaction_increment,0.3,0.5,100,100,1.0,85,0.85,0.7671644040916763,0.9069401471634337,29,0.29,0.2101483574912227,0.3853889117557111
text,B3_validation,interactions_d6,interaction_increment,0.8,0.2,100,100,1.0,82,0.82,0.7333264161369926,0.8829977450105364,24,0.24,0.16691325556948772,0.33232336349814473
text,B3_validation,interactions_d6,interaction_increment,0.8,0.35,100,100,1.0,85,0.85,0.7671644040916763,0.9069401471634337,32,0.32,0.23669147324999093,0.41662618610452384
text,B3_validation,interactions_d6,interaction_increment,0.8,0.5,100,100,1.0,75,0.75,0.656955364519384,0.8245478863771232,27,0.27,0.1926958414957634,0.36432116767944994
text,B3_validation,interactions_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,90,0.9,0.8256343384950865,0.9447708629393249,26,0.26,0.18404698464748132,0.3537098944918718
text,B3_validation,interactions_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,83,0.83,0.7445199523239887,0.8910643388594006,24,0.24,0.16691325556948772,0.33232336349814473
text,B3_validation,interactions_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,89,0.89,0.8136870349691969,0.9374580364293543,22,0.22,0.150012823846054,0.31070353514985793
text,B3_validation,interactions_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,85,0.85,0.7671644040916763,0.9069401471634337,22,0.22,0.150012823846054,0.31070353514985793
