protocol_id,baseline,scenario,reliability,beta,repetition,wild_draws,status,n_groups,orthogonal_wild_p,orthogonal_score_mean,partial_rank_slope,supported,positive_supported
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,17,4999,estimated,240,0.3204,0.004551820949328354,0.0695234855980475,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,18,4999,estimated,240,0.6324,0.0020451849246508253,0.02988364707958755,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,19,4999,estimated,240,0.4978,-0.0029112911291228802,-0.0461302620696966,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,20,4999,estimated,240,0.909,-0.00046720291683812555,-0.006574050341456844,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,21,4999,estimated,240,0.369,-0.003607670989813565,-0.05350462991820711,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,22,4999,estimated,240,0.8152,0.001136463323188284,0.013610730772385574,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,23,4999,estimated,240,0.5208,0.002429179233497454,0.03348560581484605,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,24,4999,estimated,240,0.9138,0.00045766873114879217,0.007940093455656822,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,25,4999,estimated,240,0.1258,-0.006154501631263669,-0.09654522565540907,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,26,4999,estimated,240,0.702,0.0016451220057513611,0.022779847921844638,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,27,4999,estimated,240,0.4656,-0.0030324382795703787,-0.04922535749333838,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,28,4999,estimated,240,0.3984,0.0035696688570537186,0.05830898972696937,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,29,4999,estimated,240,0.6692,-0.0016349448668285455,-0.025292129243958534,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,30,4999,estimated,240,0.7352,-0.00159181211031325,-0.021437218340908334,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,31,4999,estimated,240,0.67,0.001833735774738892,0.02329998484015838,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,32,4999,estimated,240,0.5344,-0.002421091235760844,-0.037644214378372474,False,False
