reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,degree,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321169756,3029269756,polynomial_ridge,estimated,-0.00019984218505707339,0.26,-0.0005438352784274223,0.00043398778509494716,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321169756,3029269756,polynomial_ridge_interactions,estimated,-0.0007194942216352355,0.84,-0.019975600817334262,0.0007592268393576496,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321269759,3030269759,polynomial_ridge,estimated,-4.646795823099988e-06,0.09,-0.0006149136925190615,0.0005206779360310577,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321269759,3030269759,polynomial_ridge_interactions,estimated,-0.0004122014483441839,0.62,-0.015478426509858506,0.0015328929998223466,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321369762,3031269762,polynomial_ridge,estimated,-6.050662199767352e-05,0.73,-0.000528537191960375,0.0006474282740093535,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321369762,3031269762,polynomial_ridge_interactions,estimated,-0.0007143491182484527,0.08,-0.013700127980669703,0.0016358458087844044,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321469765,3032269765,polynomial_ridge,estimated,-5.3974720951070147e-05,0.23,-0.0008196445413156458,0.0004130805160494801,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321469765,3032269765,polynomial_ridge_interactions,estimated,-0.0004636295853308336,0.61,-0.018844566769385434,0.0009036337596764944,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321569768,3033269768,polynomial_ridge,estimated,-8.798121630300242e-05,0.8,-0.0006468500892878826,0.0005039916685669645,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321569768,3033269768,polynomial_ridge_interactions,estimated,-0.0005525816027187947,0.03,-0.009672661371530989,0.002845410176249088,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321669771,3034269771,polynomial_ridge,estimated,-0.00019137619954035282,0.35,-0.0005031472338698285,0.0005900006059119564,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321669771,3034269771,polynomial_ridge_interactions,estimated,-0.00017850764507979628,0.27,-0.012262990055506896,0.0009331134107070441,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321769774,3035269774,polynomial_ridge,estimated,-8.476809118778284e-05,0.15,-0.0008136913430251325,0.0005735014271815358,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321769774,3035269774,polynomial_ridge_interactions,estimated,-0.0004775306495181852,0.57,-0.014957844623438934,0.0007632005703763012,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321869777,3036269777,polynomial_ridge,estimated,4.523661183612857e-05,0.17,-0.00073492727438796,0.0004536380942674886,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321869777,3036269777,polynomial_ridge_interactions,estimated,0.0001962170434036156,0.34,-0.01242257884822652,0.0013083590814658176,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321969780,3037269780,polynomial_ridge,estimated,-3.0779874874183825e-05,0.9,-0.0007803400999288236,0.0002676731189465286,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,321969780,3037269780,polynomial_ridge_interactions,estimated,-0.0007471647596169486,0.56,-0.01006404070957066,0.001152640280889903,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322069783,3038269783,polynomial_ridge,estimated,-4.836242688697405e-05,0.57,-0.0007127951088342303,0.0005284421575919702,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322069783,3038269783,polynomial_ridge_interactions,estimated,-0.0006960057607789847,0.45,-0.006916420594395753,0.0010679249550940555,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322169786,3039269786,polynomial_ridge,estimated,0.00021216717566516566,0.05,-0.0005109043872199017,0.0010011334765088493,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322169786,3039269786,polynomial_ridge_interactions,estimated,-0.0007644385488528493,0.48,-0.01204798884319307,0.0020129284004442565,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322269789,3040269789,polynomial_ridge,estimated,0.00011127501364124924,0.59,-0.0003951492454881699,0.0006651947131830977,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322269789,3040269789,polynomial_ridge_interactions,estimated,-0.0004242998084442841,0.94,-0.012259952877026513,0.0010679671242297024,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322369792,3041269792,polynomial_ridge,estimated,-2.5195506162905418e-05,0.08,-0.00047686833233379685,0.0006003545301774685,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322369792,3041269792,polynomial_ridge_interactions,estimated,-0.00027756897153537554,0.05,-0.019171370947082284,0.0015739942341365637,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322469795,3042269795,polynomial_ridge,estimated,-0.00017918628448570953,1.0,-0.0006723367868259588,0.0005705348034385976,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322469795,3042269795,polynomial_ridge_interactions,estimated,-0.0001995003119894237,0.04,-0.017975088980925473,0.001694527936185923,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322569798,3043269798,polynomial_ridge,estimated,-5.989564565949106e-05,0.82,-0.0006552025647647753,0.000564952089647033,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322569798,3043269798,polynomial_ridge_interactions,estimated,-0.00263495244797735,0.24,-0.014509048043287707,0.0009591161946556131,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322669801,3044269801,polynomial_ridge,estimated,-3.483617051625986e-05,0.47,-0.0005508081965469419,0.000450628119247369,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322669801,3044269801,polynomial_ridge_interactions,estimated,-0.000969553278809127,0.89,-0.012181024458598881,0.0009152472851343864,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322769804,3045269804,polynomial_ridge,estimated,-5.5240925837549875e-05,0.81,-0.0005514988384360107,0.0003126578683762301,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322769804,3045269804,polynomial_ridge_interactions,estimated,-0.0005695341013119337,0.45,-0.010559725653930917,0.0007296035270703212,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322869807,3046269807,polynomial_ridge,estimated,3.914975893978606e-05,0.23,-0.0006004675248937913,0.00064704223589223,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322869807,3046269807,polynomial_ridge_interactions,estimated,0.0002340041500532141,0.41,-0.01460532314226601,0.0009418024604914864,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322969810,3047269810,polynomial_ridge,estimated,1.0236166627789096e-05,0.6,-0.0005591924085795281,0.0005578705033281973,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,322969810,3047269810,polynomial_ridge_interactions,estimated,-3.5105380745889796e-05,0.48,-0.013045359075624385,0.0011619695517811285,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323069813,3048269813,polynomial_ridge,estimated,-1.5234939592140458e-05,0.15,-0.0005145504367647177,0.0006787250897110932,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323069813,3048269813,polynomial_ridge_interactions,estimated,5.9802248212263535e-06,0.03,-0.009649667038596304,0.0012250354281157462,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323169816,3049269816,polynomial_ridge,estimated,-0.00013299175125451438,0.93,-0.000584057397729529,0.0006230725025905467,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323169816,3049269816,polynomial_ridge_interactions,estimated,-0.0004984961863290015,0.01,-0.013537530016829507,0.0011390718758104235,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323269819,3050269819,polynomial_ridge,estimated,-1.4155972727644163e-05,0.3,-0.0009129451631968006,0.0004893849646155288,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323269819,3050269819,polynomial_ridge_interactions,estimated,-0.00011829438279733909,0.51,-0.010611673767807,0.0008180012225375033,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323369822,3051269822,polynomial_ridge,estimated,0.00026272868128978267,0.09,-0.0005780299319169554,0.0007050545244594037,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323369822,3051269822,polynomial_ridge_interactions,estimated,-9.444021955214263e-05,0.1,-0.02150046297985079,0.0015098743591373297,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323469825,3052269825,polynomial_ridge,estimated,3.4169290040447515e-05,0.4,-0.0003811862804586641,0.00046004783522186123,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323469825,3052269825,polynomial_ridge_interactions,estimated,-0.0012226747253818457,0.99,-0.010969984553635516,0.000996630908580109,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323569828,3053269828,polynomial_ridge,estimated,-4.693027444982196e-05,0.72,-0.0005832452922103689,0.0003246960986529599,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323569828,3053269828,polynomial_ridge_interactions,estimated,-0.0008607721639332852,0.08,-0.009352142186683931,0.0015032800083246796,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323669831,3054269831,polynomial_ridge,estimated,2.3297951322845834e-06,0.63,-0.0006438333137922765,0.0003027123800100032,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323669831,3054269831,polynomial_ridge_interactions,estimated,-0.0006603933109491677,0.68,-0.009990705648064944,0.0010958931010214717,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323769834,3055269834,polynomial_ridge,estimated,-9.445232299638796e-06,0.76,-0.0005413621349624041,0.00034281085773845956,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323769834,3055269834,polynomial_ridge_interactions,estimated,-0.0005132015446785154,0.55,-0.0080749905188614,0.0013635806207270178,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323869837,3056269837,polynomial_ridge,estimated,-6.804242879352189e-05,0.93,-0.0004602506188810537,0.00044285587260150736,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323869837,3056269837,polynomial_ridge_interactions,estimated,-0.002043675707254198,0.18,-0.007794292363011264,0.0011019948879943179,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323969840,3057269840,polynomial_ridge,estimated,-8.558719032297616e-05,0.42,-0.0005366762004150112,0.0003846907138280477,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,323969840,3057269840,polynomial_ridge_interactions,estimated,-0.0024270359564176904,0.24,-0.01337380800255215,0.0014154079886606718,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324069843,3058269843,polynomial_ridge,estimated,-0.00013216987063814373,1.0,-0.0006185874251569293,0.0005352579332143291,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324069843,3058269843,polynomial_ridge_interactions,estimated,-0.0003089172572459944,0.38,-0.010288435458290552,0.0014267260667930762,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324169846,3059269846,polynomial_ridge,estimated,-2.748671487944705e-05,0.47,-0.0005010507884140143,0.0006580460695478962,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324169846,3059269846,polynomial_ridge_interactions,estimated,0.00022796950700512664,0.49,-0.015975765181397813,0.0012857983602842776,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324269849,3060269849,polynomial_ridge,estimated,-5.958343469011614e-06,0.51,-0.0006384001620364009,0.0003629959364155837,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324269849,3060269849,polynomial_ridge_interactions,estimated,-0.0006029812894748415,0.76,-0.011078742702213932,0.0005629077288503373,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324369852,3061269852,polynomial_ridge,estimated,0.00022709048518334413,0.08,-0.0006016025767924396,0.0007097644873600594,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,1,324369852,3061269852,polynomial_ridge_interactions,estimated,-0.0017294151991077852,0.8,-0.0075917932068933795,0.002604974829537995,False,False
