reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,8,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231067053,2128267053,polynomial_ridge,estimated,0.0008044028022637932,0.01,-0.00024082799676221925,0.0018949157955482046,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,8,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231067053,2128267053,polynomial_ridge_interactions,estimated,0.0012284939571878958,0.01,-0.007880994824534198,0.0045623728412998955,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231167056,2129267056,polynomial_ridge,estimated,0.0012095517187329704,0.01,-0.0007770871823375969,0.0025816867398731147,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231167056,2129267056,polynomial_ridge_interactions,estimated,0.0010713005670582266,0.01,-0.013953588752333297,0.004615983104234573,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231267059,2130267059,polynomial_ridge,estimated,0.0006347722436207824,0.01,-0.0006899542731497603,0.001605575914159208,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231267059,2130267059,polynomial_ridge_interactions,estimated,0.0009336153223338827,0.01,-0.005785128498620367,0.008057868554448675,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231367062,2131267062,polynomial_ridge,estimated,0.0014513128135723492,0.01,-0.0006429530331076539,0.002411338781700389,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231367062,2131267062,polynomial_ridge_interactions,estimated,0.0015488587846181098,0.01,-0.01001835647367109,0.00595984612152215,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231467065,2132267065,polynomial_ridge,estimated,0.0003956055631467745,0.01,-0.00033316638570047495,0.002138151183222269,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231467065,2132267065,polynomial_ridge_interactions,estimated,0.00018364795949054984,0.01,-0.008881274206543088,0.0056335586816664935,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231567068,2133267068,polynomial_ridge,estimated,0.000726015347827849,0.01,-0.0012622600734297914,0.00279074145186235,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231567068,2133267068,polynomial_ridge_interactions,estimated,0.0014994550511194915,0.01,-0.012992838200817036,0.005318715940285075,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231667071,2134267071,polynomial_ridge,estimated,0.0010591707629559442,0.01,-0.0006342310172736932,0.002693383147534006,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231667071,2134267071,polynomial_ridge_interactions,estimated,0.0008472996769940233,0.01,-0.010333381912944953,0.0052785375224849995,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231767074,2135267074,polynomial_ridge,estimated,0.0010620204474921712,0.01,-0.0010872800879940842,0.0035194537087052465,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231767074,2135267074,polynomial_ridge_interactions,estimated,0.0009636438037519133,0.01,-0.01707057978808765,0.005611652595296119,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231867077,2136267077,polynomial_ridge,estimated,0.0018871348164190848,0.01,-5.480660756281996e-05,0.0033865579433738345,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231867077,2136267077,polynomial_ridge_interactions,estimated,0.0045978222869169855,0.01,-0.007505758424968355,0.013223687165410242,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231967080,2137267080,polynomial_ridge,estimated,0.0007774254019620926,0.01,-0.0005478937739295032,0.0022567167428284587,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,231967080,2137267080,polynomial_ridge_interactions,estimated,0.0014085345050768364,0.01,-0.011745639122018555,0.005176207886292599,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232067083,2138267083,polynomial_ridge,estimated,0.0010084234039281223,0.01,-0.00046893280692740584,0.0027580667675306623,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232067083,2138267083,polynomial_ridge_interactions,estimated,0.0013085158301394425,0.01,-0.008969926702719394,0.0094618785822552,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232167086,2139267086,polynomial_ridge,estimated,0.0008738671812424954,0.01,-0.0006825089608377322,0.002618204135326598,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232167086,2139267086,polynomial_ridge_interactions,estimated,0.0019285997992053864,0.01,-0.007836961737261523,0.006244992929976594,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232267089,2140267089,polynomial_ridge,estimated,0.0010606502231455183,0.01,-0.0004076156767417509,0.0022611373355749787,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232267089,2140267089,polynomial_ridge_interactions,estimated,0.0007991980182949802,0.01,-0.01007097422891075,0.0050048542820034575,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232367092,2141267092,polynomial_ridge,estimated,0.0009750746288049493,0.01,-0.000608153187935712,0.0028443881303463147,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232367092,2141267092,polynomial_ridge_interactions,estimated,0.0007952568647421302,0.01,-0.009827057702317918,0.006393242178765809,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232467095,2142267095,polynomial_ridge,estimated,0.0003703621876966813,0.01,-0.0008957219569674321,0.001447776281113019,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232467095,2142267095,polynomial_ridge_interactions,estimated,0.0006537261297660205,0.01,-0.016205021589832072,0.004440697349735036,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232567098,2143267098,polynomial_ridge,estimated,0.0004038913463156811,0.01,-0.0008665580811541932,0.0014973550934234128,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232567098,2143267098,polynomial_ridge_interactions,estimated,-0.00035248685819615666,0.01,-0.010314879509440837,0.0021615925966553323,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232667101,2144267101,polynomial_ridge,estimated,0.0015909228506699599,0.01,-0.00022988076806825425,0.0029933704573053862,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232667101,2144267101,polynomial_ridge_interactions,estimated,0.002292274266901241,0.01,-0.00704409952653224,0.006583453243219863,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232767104,2145267104,polynomial_ridge,estimated,0.0014553652519995936,0.01,-0.0008692053352569698,0.0030193086772086594,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232767104,2145267104,polynomial_ridge_interactions,estimated,-3.01771035817475e-06,0.01,-0.011507618702516586,0.00576300710571265,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232867107,2146267107,polynomial_ridge,estimated,0.00074723663179595,0.01,-0.000778445991004402,0.002303626789223485,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232867107,2146267107,polynomial_ridge_interactions,estimated,0.0011589654222631815,0.01,-0.010347894251482923,0.00814639000757581,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232967110,2147267110,polynomial_ridge,estimated,0.0011445081396968177,0.01,-0.0008131430797361461,0.0026414296125831355,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,232967110,2147267110,polynomial_ridge_interactions,estimated,0.0007532250544918667,0.01,-0.01879581537151564,0.007627142457386278,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,233067113,2148267113,polynomial_ridge,estimated,0.0006773585662157211,0.01,-0.0009246530630760866,0.002257532622924265,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,233067113,2148267113,polynomial_ridge_interactions,estimated,0.0005268011842965042,0.01,-0.014182396831796793,0.008464552919130001,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,233167116,2149267116,polynomial_ridge,estimated,0.0011074313387992147,0.01,-0.000990500561460768,0.002795514987593702,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,233167116,2149267116,polynomial_ridge_interactions,estimated,0.0017195482259744605,0.01,-0.011731353501301315,0.005822683332261628,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,233267119,2150267119,polynomial_ridge,estimated,0.000929831457070767,0.01,-0.0008692914010436781,0.0023238866871397,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,233267119,2150267119,polynomial_ridge_interactions,estimated,0.0011833096924500261,0.01,-0.015342321300901646,0.003080159175909904,False,False
median,0.5,gradient_norm,0.9646171784751439,B2_training_state,0.1,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,233367122,2151267122,polynomial_ridge,estimated,0.0010770814908158865,0.01,-0.0005920539393419913,0.0031303476294706582,False,False
