reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,4,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70662241,524262241,polynomial_ridge,estimated,-0.00011992090308016851,0.28,-0.0007151436106352891,0.00020632175222900235,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,4,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70662241,524262241,polynomial_ridge_interactions,estimated,-5.6546911614012776e-05,0.03,-0.002996219021746201,0.0006277894015360005,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,5,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70762244,525262244,polynomial_ridge,estimated,-5.4280244363628374e-05,0.91,-0.00045877190525250194,0.0002856557627176886,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,5,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70762244,525262244,polynomial_ridge_interactions,estimated,-9.551965701380585e-05,0.4,-0.002481831747283647,0.0009853695030477934,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,6,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70862247,526262247,polynomial_ridge,estimated,-0.00023562617955234918,0.52,-0.0006224316546357713,0.0002542679991253061,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,6,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70862247,526262247,polynomial_ridge_interactions,estimated,-0.00024405599125406534,0.31,-0.006321300580174018,0.0003957328900583437,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,7,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70962250,527262250,polynomial_ridge,estimated,-0.00013140175878503932,0.26,-0.0007795524038426695,0.00013115186955035138,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,7,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,70962250,527262250,polynomial_ridge_interactions,estimated,-0.000245703906369714,0.12,-0.006006215673139837,0.00063085176066457,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,8,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71062253,528262253,polynomial_ridge,estimated,-0.0002514604145663522,0.72,-0.0008158324165192422,0.00036830390844267666,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,8,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71062253,528262253,polynomial_ridge_interactions,estimated,-0.0005158148010948873,0.1,-0.005867745420974578,0.002095322026738312,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71162256,529262256,polynomial_ridge,estimated,-0.0002748985017599578,0.67,-0.0010400307616702722,0.0003694391791095286,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71162256,529262256,polynomial_ridge_interactions,estimated,-0.0001915082128286919,0.91,-0.004706328745999321,0.0010923729011065961,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71262259,530262259,polynomial_ridge,estimated,-0.00010618836283729093,0.56,-0.0006909689473244792,0.0003704463621692811,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71262259,530262259,polynomial_ridge_interactions,estimated,-0.00032188084049941776,0.58,-0.004433345420127415,0.001665329174713252,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71362262,531262262,polynomial_ridge,estimated,-0.00016257511217838256,0.7,-0.0009314383496851866,0.00026342460593357025,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71362262,531262262,polynomial_ridge_interactions,estimated,-0.00039314515518084725,0.21,-0.0053065511502238425,0.0007134237542092034,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71462265,532262265,polynomial_ridge,estimated,-7.660875604585194e-05,0.27,-0.0005817312016364298,0.0003722578378213819,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71462265,532262265,polynomial_ridge_interactions,estimated,-0.0005870746770832195,0.38,-0.005993760681586278,0.0007495600864923549,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71562268,533262268,polynomial_ridge,estimated,-3.317448290256881e-05,0.07,-0.0007130972913470973,0.0004158258576415203,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71562268,533262268,polynomial_ridge_interactions,estimated,-0.0003921094500684884,0.17,-0.002892064241943755,0.00048081346081364085,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71662271,534262271,polynomial_ridge,estimated,-3.8420090825692184e-05,0.08,-0.0005467752207137036,0.00044077287056784327,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71662271,534262271,polynomial_ridge_interactions,estimated,-0.0001699315298111844,0.28,-0.006581682080222004,0.0008530040676544109,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71762274,535262274,polynomial_ridge,estimated,-2.3897681063114696e-05,0.12,-0.00039627128654958984,0.00021518196272788493,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71762274,535262274,polynomial_ridge_interactions,estimated,-0.00014867156220455826,0.06,-0.002698984670151697,0.0010803039238267934,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71862277,536262277,polynomial_ridge,estimated,-0.0001598696017762278,0.26,-0.000514798701144777,0.0003786287033210576,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71862277,536262277,polynomial_ridge_interactions,estimated,-0.0004357099226025953,0.44,-0.005243220883860421,0.0014291083906510205,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71962280,537262280,polynomial_ridge,estimated,-6.938616495716279e-05,0.33,-0.0006281220887510892,0.00045540492492403945,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,71962280,537262280,polynomial_ridge_interactions,estimated,-0.00043343898484922774,0.25,-0.00710185634989198,0.000987199172401039,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72062283,538262283,polynomial_ridge,estimated,-0.00028781252043230546,0.26,-0.0007703553849330297,0.0004920856975365001,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72062283,538262283,polynomial_ridge_interactions,estimated,-0.00035192563470953244,0.38,-0.0049388174482732135,0.0010272864117518655,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72162286,539262286,polynomial_ridge,estimated,-5.955286899852531e-05,0.25,-0.0007547259213066847,0.00036373996594304655,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72162286,539262286,polynomial_ridge_interactions,estimated,-0.0008473945710150491,0.65,-0.006289380670388608,0.0012591820372939353,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72262289,540262289,polynomial_ridge,estimated,-0.0001642072413576153,0.45,-0.0007994709645633369,0.00033857930712224066,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72262289,540262289,polynomial_ridge_interactions,estimated,-0.0007638371541885062,0.02,-0.005053972117231333,0.0011581247940213864,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72362292,541262292,polynomial_ridge,estimated,-0.00013855959788743196,0.79,-0.0005591567227403622,0.000337449939341864,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72362292,541262292,polynomial_ridge_interactions,estimated,-0.00011236217972538688,0.48,-0.005642968709309091,0.0005485055337574031,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72462295,542262295,polynomial_ridge,estimated,-8.345184784117597e-05,0.83,-0.0005294221804844321,0.0003758478717109545,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72462295,542262295,polynomial_ridge_interactions,estimated,-0.0006111753860066477,0.97,-0.005255886564814191,0.00048396757079917287,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72562298,543262298,polynomial_ridge,estimated,-0.00022020556162638647,0.15,-0.0006083732465485117,0.0003098218950957486,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72562298,543262298,polynomial_ridge_interactions,estimated,-0.00031018187651921103,0.68,-0.007225912172858802,0.0007421636509624682,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72662301,544262301,polynomial_ridge,estimated,-7.981308212379364e-05,0.03,-0.0007852841245028797,0.0003423063834747241,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72662301,544262301,polynomial_ridge_interactions,estimated,-0.00018002881501993136,0.83,-0.006662678199677776,0.0006771309531142421,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72762304,545262304,polynomial_ridge,estimated,-5.310837298542256e-05,0.22,-0.00043597484911107106,0.00045861567615119525,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72762304,545262304,polynomial_ridge_interactions,estimated,-0.0003052853358829785,0.04,-0.0036565012489267316,0.00190581936902047,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72862307,546262307,polynomial_ridge,estimated,-5.994449239136979e-05,0.03,-0.000506872013260041,0.00033054987402583475,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72862307,546262307,polynomial_ridge_interactions,estimated,-0.00014380292757517894,0.41,-0.0025012309734333237,0.0008752897611163545,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72962310,547262310,polynomial_ridge,estimated,-0.00019086947689434994,0.01,-0.0005090005333405329,0.0005294762683258341,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,72962310,547262310,polynomial_ridge_interactions,estimated,-0.0004127638792685368,0.2,-0.005049165087189041,0.0007864407756251342,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73062313,548262313,polynomial_ridge,estimated,6.986305612647075e-05,0.05,-0.0004984774590451513,0.0006744907391798443,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73062313,548262313,polynomial_ridge_interactions,estimated,-0.00021116918105235517,0.01,-0.0048683894402403605,0.0015031732224599073,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73162316,549262316,polynomial_ridge,estimated,-0.00011704631064622878,0.19,-0.000979332387171233,0.00032902577860908757,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73162316,549262316,polynomial_ridge_interactions,estimated,-0.00043323914878442096,0.03,-0.005258067144643026,0.0008963639101711974,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73262319,550262319,polynomial_ridge,estimated,-9.838926563438249e-05,0.63,-0.0005191081216528071,0.0005128748395189636,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73262319,550262319,polynomial_ridge_interactions,estimated,-0.0001706293146745176,0.63,-0.007207926421355834,0.0007671816824953093,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73362322,551262322,polynomial_ridge,estimated,-4.098950147339521e-05,0.87,-0.0005861604231511526,0.00039622919649805535,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73362322,551262322,polynomial_ridge_interactions,estimated,-0.0004937257436978652,0.28,-0.0055862397119253535,0.0010728303104156785,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73462325,552262325,polynomial_ridge,estimated,9.450937493019724e-05,0.01,-0.0003384171464540672,0.0008030221766790516,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73462325,552262325,polynomial_ridge_interactions,estimated,-0.0001505622173060277,0.01,-0.0075191353163223075,0.0011886508602994685,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73562328,553262328,polynomial_ridge,estimated,-9.058162037017391e-05,0.74,-0.0006143690081122628,0.0002625863156335141,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73562328,553262328,polynomial_ridge_interactions,estimated,-0.0007422776276674937,0.12,-0.008671616033259267,0.0009969401805140893,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73662331,554262331,polynomial_ridge,estimated,-0.00021882798899398935,0.36,-0.0005992548099664274,0.0003481334859825078,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73662331,554262331,polynomial_ridge_interactions,estimated,-0.00011013572735750574,0.09,-0.002815370902944063,0.0018009778522464,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73762334,555262334,polynomial_ridge,estimated,-4.6537827109571295e-05,0.69,-0.0005186584787383577,0.0004694434402650133,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73762334,555262334,polynomial_ridge_interactions,estimated,-6.64269864206373e-05,0.86,-0.002651002951106106,0.0010269637939534395,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73862337,556262337,polynomial_ridge,estimated,-0.00013810092075052633,0.24,-0.0007130774699832833,0.00033513203448710385,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73862337,556262337,polynomial_ridge_interactions,estimated,0.00033962973952431736,0.1,-0.006026603708769509,0.0006625343208930873,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73962340,557262340,polynomial_ridge,estimated,-0.00014776782682571687,0.98,-0.0007756659713495644,0.00014213875849065894,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,73962340,557262340,polynomial_ridge_interactions,estimated,-2.5109783955369527e-05,0.06,-0.005858252838141981,0.0015167864540502256,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74062343,558262343,polynomial_ridge,estimated,-0.0001202123808785407,0.14,-0.0008991637722099935,0.00038726327372510307,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74062343,558262343,polynomial_ridge_interactions,estimated,-0.000285628523693909,0.29,-0.004623663770769497,0.0002148862755723886,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74162346,559262346,polynomial_ridge,estimated,-0.00018119228369377891,0.52,-0.0007277506843522204,0.00026821315272212515,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74162346,559262346,polynomial_ridge_interactions,estimated,-0.000316424186188248,0.9,-0.003790980409267784,0.000489007992503443,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74262349,560262349,polynomial_ridge,estimated,-4.743246248200628e-06,0.51,-0.0004896758687899998,0.0003117184360765553,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74262349,560262349,polynomial_ridge_interactions,estimated,-0.00020791952683068627,0.81,-0.006245183388316517,0.000670811400277466,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74362352,561262352,polynomial_ridge,estimated,-3.0068913656651486e-05,0.56,-0.00043142700125440474,0.0005216265458737583,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74362352,561262352,polynomial_ridge_interactions,estimated,-0.00039234503633391276,0.52,-0.005297061442822344,0.002128321627024097,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,42,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74462355,562262355,polynomial_ridge,estimated,-0.00011538955343207776,0.31,-0.0007165611315259452,0.0004250416326793425,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,42,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74462355,562262355,polynomial_ridge_interactions,estimated,-6.327390446058518e-05,0.85,-0.005791717814343072,0.00048003393745287525,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,43,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74562358,563262358,polynomial_ridge,estimated,-9.297662070735318e-05,0.18,-0.00048643675281165934,0.00045834303557243296,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,43,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74562358,563262358,polynomial_ridge_interactions,estimated,-7.640064395051044e-05,0.72,-0.005465874572225866,0.001035437820058959,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,44,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74662361,564262361,polynomial_ridge,estimated,-0.0001254183989515404,0.33,-0.0007094606684366045,0.00013330524082280675,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,44,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74662361,564262361,polynomial_ridge_interactions,estimated,-0.00017238668691876955,0.02,-0.005644012869368814,0.0004633886101166336,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,45,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74762364,565262364,polynomial_ridge,estimated,-4.866492069893367e-05,0.28,-0.0006517038899534234,0.0001841605191138224,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,45,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74762364,565262364,polynomial_ridge_interactions,estimated,-0.00021644781519695446,0.28,-0.007549427395988518,0.0004378047092366013,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,46,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74862367,566262367,polynomial_ridge,estimated,-0.00011598268231266615,0.84,-0.0006584937191243051,0.0001892825615146924,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,46,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74862367,566262367,polynomial_ridge_interactions,estimated,-0.00018604846089363268,0.09,-0.004094660111684441,0.0009160270950319211,False,False
