protocol_id,scope,baseline,candidate_id,scenario,icc,beta,repetition,wild_draws,simulation_seed,analysis_seed,status,orthogonal_score_mean,orthogonal_score_t,orthogonal_student_p,orthogonal_wild_p,partial_rank_slope,partial_rank_slope_ci_low,partial_rank_slope_ci_high,supported,positive_supported
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,4,999,1639483518067982266,2349445056928718509,estimated,-0.009502665950468362,-0.8251287592740705,0.41346694877721524,0.383,-0.08451925964306206,-0.2848465441309688,0.1158080248448447,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,5,999,5405996026257692610,8058142578138988902,estimated,0.006041932624918099,0.4166532219368398,0.6788288619614596,0.641,0.06943271047255348,-0.26116476017846235,0.40003018112356936,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,6,999,13018137552468306757,14679774447290709169,estimated,0.012859332543867763,1.1695945618217414,0.24806142726968092,0.267,0.1464865102796818,-0.08773509782819602,0.3807081183875596,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,7,999,2915576845381041354,16813445712580034289,estimated,0.022584023831327047,1.9223576089214909,0.06063361163464501,0.065,0.2736406516547494,0.026105025697334444,0.5211762776121643,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,8,999,6503282262104398602,18392231761392914294,estimated,-0.005549083313318639,-0.45231137772144314,0.6531254929003636,0.636,-0.06712379949369564,-0.3597213886260898,0.22547378963869857,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,9,999,12520022190132013989,6672219852547026521,estimated,0.001199626003718382,0.12353341658079602,0.9022114968339746,0.909,0.015510863520933218,-0.23737537119880936,0.2683970982406758,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,0,999,7438116752108520475,755855581342259402,estimated,0.022667187918869947,2.620091518949217,0.011800924472451235,0.01,0.30593362155100307,0.10612250109952329,0.5057447420024829,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,1,999,2110693380753617786,7896982227308118267,estimated,0.027099729447431577,3.3534345213431167,0.0015845133907832854,0.002,0.4827552213138219,0.25489748249573363,0.7106129601319102,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,2,999,9545396070202896635,16886446147620514180,estimated,0.017355132614631043,2.392527010236807,0.020782386607596296,0.015,0.3256596552999079,0.057959861430684434,0.5933594491691314,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,3,999,15639896911262170770,3316426511448252682,estimated,0.012989587692792348,1.5194941244916735,0.13533726814155117,0.137,0.23866811093066942,-0.09566006228085916,0.572996284142198,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,4,999,18159605600892737135,17359137310684263116,estimated,0.03649710033730596,3.234468406699924,0.0022329662265389524,0.001,0.5723163975752978,0.32791175931130534,0.8167210358392903,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,5,999,8604950024449268235,282845252328627289,estimated,0.027633530498388292,2.508823420323824,0.015620425998338933,0.017,0.35494764972139203,0.1304898212302546,0.5794054782125295,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,6,999,5034080842669364083,10812632582040619927,estimated,0.002513204030156618,0.25770820231169134,0.7977571607186352,0.803,0.035484251595309976,-0.23995588134715573,0.3109243845377757,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,7,999,16419091927189162605,11586745218964037365,estimated,-0.0030030739583808575,-0.3648788590615229,0.7168386083082372,0.713,-0.04040930568286451,-0.2629292795631103,0.18211066819738125,False,False
