study_id,scope,baseline_level,metric,target,controls,nuisance_model,n,independence_units,raw_r,partial_r,legacy_classification,crossfit_run_residual_r,crossfit_residual_r,crossfit_permutation_p,crossfit_residual_ci_low,crossfit_residual_ci_high,baseline_mse,augmented_mse,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_permutation_q,increment_classification
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.dist_spec_init,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,0.5799610723043086,0.03138841674600505,washout,-0.032305158357221087,-0.12593435393435395,0.001,-0.19087963278038436,-0.05695641676394066,0.010062475983007047,0.005616839411819387,0.00444563657118766,0.003737837278360244,0.005043615963516688,0.4418034466561913,0.001391304347826087,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.dist_spec_init_fft,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,0.5891697483643795,0.19266027770285146,weak-or-mixed,0.16082469720918616,0.08625291825291827,0.004,0.014680233433262399,0.15015736161480778,0.010204145095624525,0.007236523859958583,0.0029676212356659418,0.002315098089766928,0.003647633881409483,0.2908250723461821,0.005333333333333333,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.fro_dist,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,0.6552146470449223,0.3831659475708712,survives,0.35990481885524905,0.3472971592971593,0.001,0.2838009210312124,0.4155792821104289,0.010160018677055713,0.007702738018424721,0.0024572806586309927,0.0018951038449705926,0.0030287592662365547,0.24185788793678592,0.001391304347826087,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.fro_over_spec,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,0.38230773757413766,0.14615040534249304,weak-or-mixed,0.10412560884130287,0.13805361005361008,0.001,0.07606290360917382,0.20433687013877508,0.010120640310305067,0.00928026130234079,0.0008403790079642773,0.00038334277853342225,0.0012827417123774546,0.08303615010490831,0.001391304347826087,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.fro_over_spec_fft,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,0.37249170936121434,0.1531751982419228,weak-or-mixed,0.13464273822720138,0.1650728370728371,0.001,0.10428297082564615,0.22664404860982906,0.010107616029021256,0.009044252253735115,0.0010633637752861403,0.0006299004811771417,0.0015138534217127965,0.10520421157995931,0.001391304347826087,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.inverse_margin,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,0.6156671101206138,0.14380307158103497,weak-or-mixed,0.04363725704527404,0.03171961971961972,0.331,-0.026121711968556033,0.08451147749719332,0.010165213053658424,0.00848820719331475,0.0016770058603436735,0.0011939862545528057,0.0021559126367270993,0.1649749839468564,0.3922962962962963,predictive-improvement-only
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.log_prod_of_fro,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,-0.23942058056682555,0.3705662610839706,sign-inversion,0.3425958574902291,0.3440899040899041,0.001,0.2863292688345323,0.39844808177704616,0.010176951822951483,0.007603199531422214,0.002573752291529269,0.0019531729995200652,0.0032057803602679965,0.252900115506574,0.001391304347826087,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.log_prod_of_fro_over_margin,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,-0.23946292407667238,0.38312107091269637,sign-inversion,0.3604060044768918,0.3625729465729466,0.001,0.30348971227110594,0.41651833376744246,0.010130196126156262,0.007553349198731768,0.002576846927424494,0.001965168858227104,0.0031967137668933786,0.25437285668843573,0.001391304347826087,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.log_prod_of_spec,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,-0.2614898213947085,0.33496512283821944,sign-inversion,0.060748602578646956,-0.0030969990969990967,0.916,-0.06102422699254118,0.06002533864759448,0.010179141844513833,0.006890279169216406,0.0032888626752974274,0.002786836854609165,0.003877093621781635,0.3230982263077509,0.9455483870967742,predictive-improvement-only
dziugaite-et-al-2020-robust-generalization-v1,pooled,B2_training_state,complexity.log_prod_of_spec_fft,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size,cross_entropy,gen.train_acc,epoch",polynomial_ridge,9700,1000,-0.3121074388097063,0.18517968377005553,weak-or-mixed,-0.18996950304731727,-0.27982813582813587,0.001,-0.32964237411553554,-0.22575164151779106,0.010028834333099479,0.0062411711572851036,0.0037876631758143754,0.003206899756829027,0.004348329333632922,0.37767731024466655,0.001391304347826087,increment-supported
